"Car_id","Model","Engine","Transmission","Color","Body Style","price ($)"
"C_CND_003210","S40","Overhead Camshaft","Manual","Black","Sedan","36000"
"C_CND_003211","Sonata","Overhead Camshaft","Manual","Red","SUV","21000"
"C_CND_003212","Cutlass","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","46000"
"C_CND_003213","LHS","Overhead Camshaft","Manual","Black","Hatchback","51001"
"C_CND_003214","A6","Overhead Camshaft","Manual","Pale White","SUV","13001"
"C_CND_003215","Sebring Coupe","Overhead Camshaft","Manual","Red","Sedan","21000"
"C_CND_003216","Mustang","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","31000"
"C_CND_003217","Contour","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","62500"
"C_CND_003218","Ram Pickup","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hardtop","57000"
"C_CND_003219","GTI","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","20000"
"C_CND_003220","328i","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","18000"
"C_CND_003221","Prowler","Overhead Camshaft","Manual","Pale White","Hatchback","16000"
"C_CND_003222","Viper","DoubleÃ‚Â Overhead Camshaft","Auto","Red","SUV","31100"
"C_CND_003223","Lumina","Overhead Camshaft","Manual","Black","Passenger","10000"
"C_CND_003224","Pathfinder","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","75000"
"C_CND_003225","Cirrus","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Passenger","12000"
"C_CND_003226","Sable","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Sedan","39000"
"C_CND_003227","CR-V","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","22500"
"C_CND_003228","SL-Class","Overhead Camshaft","Manual","Pale White","Hatchback","26500"
"C_CND_003229","Neon","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","9000"
"C_CND_003230","LS400","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","27000"
"C_CND_003231","SL-Class","Overhead Camshaft","Manual","Pale White","Hardtop","26001"
"C_CND_003232","Carrera Coupe","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hardtop","22001"
"C_CND_003233","Grand Marquis","Overhead Camshaft","Manual","Pale White","SUV","16000"
"C_CND_003234","Ranger","Overhead Camshaft","Manual","Black","Hardtop","18001"
"C_CND_003235","Navigator","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","19000"
"C_CND_003236","Frontier","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","18000"
"C_CND_003237","Contour","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","62000"
"C_CND_003238","S-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","39000"
"C_CND_003239","Ranger","Overhead Camshaft","Manual","Black","Hatchback","18000"
"C_CND_003240","Corvette","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","46000"
"C_CND_003241","Passat","Overhead Camshaft","Manual","Pale White","Hatchback","12200"
"C_CND_003242","LHS","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","26000"
"C_CND_003243","LX470","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","22000"
"C_CND_003244","3000GT","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Sedan","19000"
"C_CND_003245","Taurus","Overhead Camshaft","Manual","Black","SUV","43000"
"C_CND_003246","300M","DoubleÃ‚Â Overhead Camshaft","Auto","Red","SUV","16000"
"C_CND_003247","Prizm","Overhead Camshaft","Manual","Pale White","Hardtop","22000"
"C_CND_003248","S40","Overhead Camshaft","Manual","Black","Sedan","36000"
"C_CND_003249","F-Series","Overhead Camshaft","Manual","Red","Passenger","13000"
"C_CND_003250","TL","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","28000"
"C_CND_003251","A4","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hardtop","27000"
"C_CND_003252","Neon","Overhead Camshaft","Manual","Red","Hardtop","19500"
"C_CND_003253","Carrera Coupe","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","22000"
"C_CND_003254","Ranger","Overhead Camshaft","Manual","Black","Hatchback","18000"
"C_CND_003255","C-Class","Overhead Camshaft","Manual","Pale White","Hatchback","17700"
"C_CND_003256","Carrera Coupe","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","22000"
"C_CND_003257","Dakota","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","21000"
"C_CND_003258","SLK230","Overhead Camshaft","Manual","Pale White","Hatchback","14000"
"C_CND_003259","LS400","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","18000"
"C_CND_003260","528i","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","62000"
"C_CND_003261","Carrera Cabrio","Overhead Camshaft","Manual","Black","Passenger","22000"
"C_CND_003262","E-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","31000"
"C_CND_003263","Expedition","Overhead Camshaft","Manual","Red","SUV","22500"
"C_CND_003264","S-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","10000"
"C_CND_003265","RAV4","Overhead Camshaft","Manual","Pale White","Hatchback","22000"
"C_CND_003266","Tacoma","Overhead Camshaft","Manual","Red","Hatchback","82000"
"C_CND_003267","Prowler","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","15000"
"C_CND_003268","Camry","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","31000"
"C_CND_003269","Park Avenue","Overhead Camshaft","Manual","Pale White","Hatchback","23500"
"C_CND_003270","Crown Victoria","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Passenger","29000"
"C_CND_003271","Montero Sport","Overhead Camshaft","Manual","Black","SUV","42000"
"C_CND_003272","SW","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Passenger","25100"
"C_CND_003273","Cavalier","Overhead Camshaft","Manual","Pale White","SUV","20000"
"C_CND_003274","TL","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","24000"
"C_CND_003275","Diamante","Overhead Camshaft","Manual","Black","Hatchback","22000"
"C_CND_003276","Cherokee","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Sedan","14000"
"C_CND_003277","Explorer","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","41000"
"C_CND_003278","Cavalier","Overhead Camshaft","Manual","Red","SUV","20000"
"C_CND_003279","Windstar","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","19000"
"C_CND_003280","DeVille","DoubleÃ‚Â Overhead Camshaft","Auto","Red","SUV","69500"
"C_CND_003281","Diamante","Overhead Camshaft","Manual","Red","Hatchback","19000"
"C_CND_003282","LS400","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","46001"
"C_CND_003283","I30","DoubleÃ‚Â Overhead Camshaft","Auto","Red","SUV","31201"
"C_CND_003284","Mountaineer","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","21001"
"C_CND_003285","SL-Class","Overhead Camshaft","Manual","Pale White","Hardtop","26000"
"C_CND_003286","Town car","Overhead Camshaft","Manual","Pale White","Hatchback","33000"
"C_CND_003287","Mountaineer","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hardtop","21000"
"C_CND_003288","Outback","DoubleÃ‚Â Overhead Camshaft","Auto","Red","SUV","57000"
"C_CND_003289","S40","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","42000"
"C_CND_003290","Mystique","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","9000"
"C_CND_003291","RL","Overhead Camshaft","Manual","Red","SUV","34000"
"C_CND_003292","Bonneville","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","19000"
"C_CND_003293","LS400","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","22000"
"C_CND_003294","Ram Pickup","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hardtop","45000"
"C_CND_003295","Villager","Overhead Camshaft","Manual","Pale White","Passenger","14000"
"C_CND_003296","Grand Am","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","26000"
"C_CND_003297","LS400","Overhead Camshaft","Manual","Red","Sedan","13000"
"C_CND_003298","Montero Sport","Overhead Camshaft","Manual","Red","Hardtop","29000"
"C_CND_003299","3000GT","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Sedan","19000"
"C_CND_003300","Mountaineer","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","21000"
"C_CND_003301","3-Sep","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Sedan","69000"
"C_CND_003302","LHS","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","21600"
"C_CND_003303","Silhouette","Overhead Camshaft","Manual","Pale White","Sedan","14000"
"C_CND_003304","Jetta","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","38000"
"C_CND_003305","Carrera Cabrio","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","32000"
"C_CND_003306","CL500","Overhead Camshaft","Manual","Black","SUV","22000"
"C_CND_003307","Contour","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Sedan","19000"
"C_CND_003308","RL","Overhead Camshaft","Manual","Red","SUV","31500"
"C_CND_003309","Monte Carlo","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","21000"
"C_CND_003310","Passport","Overhead Camshaft","Manual","Pale White","Hatchback","13000"
"C_CND_003311","Malibu","Overhead Camshaft","Manual","Red","Hatchback","24000"
"C_CND_003312","Boxter","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","26000"
"C_CND_003313","SW","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Passenger","25000"
"C_CND_003314","Cavalier","Overhead Camshaft","Manual","Pale White","SUV","20000"
"C_CND_003315","Escalade","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","38000"
"C_CND_003316","Passat","Overhead Camshaft","Manual","Red","Hatchback","20000"
"C_CND_003317","RL","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","24000"
"C_CND_003318","Bonneville","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","20000"
"C_CND_003319","Grand Marquis","Overhead Camshaft","Manual","Pale White","SUV","16000"
"C_CND_003320","LW","Overhead Camshaft","Manual","Red","Hatchback","49000"
"C_CND_003321","Carrera Coupe","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hardtop","22501"
"C_CND_003322","Sunfire","Overhead Camshaft","Manual","Red","Sedan","43000"
"C_CND_003323","Mountaineer","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hardtop","21001"
"C_CND_003324","Passport","Overhead Camshaft","Manual","Pale White","Hardtop","13001"
"C_CND_003325","Silhouette","Overhead Camshaft","Manual","Pale White","Sedan","14000"
"C_CND_003326","TL","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","29500"
"C_CND_003327","C-Class","Overhead Camshaft","Manual","Pale White","Hatchback","17000"
"C_CND_003328","Passport","Overhead Camshaft","Manual","Pale White","Hatchback","27000"
"C_CND_003329","Viper","Overhead Camshaft","Manual","Black","SUV","26000"
"C_CND_003330","Pathfinder","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","21000"
"C_CND_003331","Corolla","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Passenger","41000"
"C_CND_003332","CR-V","DoubleÃ‚Â Overhead Camshaft","Auto","Red","SUV","12500"
"C_CND_003333","Corolla","Overhead Camshaft","Manual","Pale White","Passenger","22000"
"C_CND_003334","Pathfinder","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","21000"
"C_CND_003335","Beetle","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","45000"
"C_CND_003336","Prowler","Overhead Camshaft","Manual","Red","Hatchback","71500"
"C_CND_003337","LW","Overhead Camshaft","Manual","Pale White","Hatchback","13000"
"C_CND_003338","GTI","Overhead Camshaft","Manual","Black","SUV","25000"
"C_CND_003339","Neon","Overhead Camshaft","Manual","Pale White","SUV","22500"
"C_CND_003340","Wrangler","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","19000"
"C_CND_003341","Breeze","DoubleÃ‚Â Overhead Camshaft","Auto","Red","SUV","39001"
"C_CND_003342","Breeze","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","22001"
"C_CND_003343","Ram Pickup","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","45000"
"C_CND_003344","Sable","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","26000"
"C_CND_003345","Escalade","Overhead Camshaft","Manual","Black","Sedan","34000"
"C_CND_003346","Bonneville","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","19000"
"C_CND_003347","Ram Wagon","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","22500"
"C_CND_003348","CL500","Overhead Camshaft","Manual","Red","SUV","29000"
"C_CND_003349","Accord","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","19000"
"C_CND_003350","Grand Marquis","Overhead Camshaft","Manual","Red","SUV","71000"
"C_CND_003351","Park Avenue","Overhead Camshaft","Manual","Black","Hatchback","29000"
"C_CND_003352","Sable","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Sedan","39500"
"C_CND_003353","Montero Sport","Overhead Camshaft","Manual","Pale White","Hatchback","12000"
"C_CND_003354","Eclipse","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","27000"
"C_CND_003355","Forester","Overhead Camshaft","Manual","Red","Hatchback","26000"
"C_CND_003356","Grand Prix","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","42000"
"C_CND_003357","Neon","Overhead Camshaft","Manual","Black","SUV","29800"
"C_CND_003358","RL","Overhead Camshaft","Manual","Red","SUV","34000"
"C_CND_003359","Grand Marquis","Overhead Camshaft","Manual","Red","SUV","71000"
"C_CND_003360","GS300","Overhead Camshaft","Manual","Red","Passenger","17500"
"C_CND_003361","300M","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","22000"
"C_CND_003362","Malibu","Overhead Camshaft","Manual","Red","Hardtop","24001"
"C_CND_003363","Bravada","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","19000"
"C_CND_003364","RAV4","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","27000"
"C_CND_003365","Neon","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","27000"
"C_CND_003366","LS400","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","18000"
"C_CND_003367","Voyager","Overhead Camshaft","Manual","Black","Passenger","75000"
"C_CND_003368","Prowler","Overhead Camshaft","Manual","Red","Hatchback","71000"
"C_CND_003369","SC","Overhead Camshaft","Manual","Red","Hatchback","61000"
"C_CND_003370","Diamante","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","21000"
"C_CND_003371","Outback","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","19000"
"C_CND_003372","Prowler","Overhead Camshaft","Manual","Red","Hatchback","71000"
"C_CND_003373","323i","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","19000"
"C_CND_003374","Caravan","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","38000"
"C_CND_003375","Outback","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","19700"
"C_CND_003376","Cougar","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","33000"
"C_CND_003377","Sunfire","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","18000"
"C_CND_003378","Jetta","Overhead Camshaft","Manual","Red","Passenger","24000"
"C_CND_003379","Avenger","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Passenger","22000"
"C_CND_003380","Camry","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","31000"
"C_CND_003381","S-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","10500"
"C_CND_003382","RL","Overhead Camshaft","Manual","Red","SUV","17001"
"C_CND_003383","Camaro","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Sedan","24000"
"C_CND_003384","Carrera Cabrio","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","32000"
"C_CND_003385","Cherokee","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","36000"
"C_CND_003386","Montero Sport","Overhead Camshaft","Manual","Pale White","Hardtop","12501"
"C_CND_003387","SLK","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Passenger","19000"
"C_CND_003388","Lumina","Overhead Camshaft","Manual","Red","Passenger","12000"
"C_CND_003389","Camry","Overhead Camshaft","Manual","Black","Hatchback","29000"
"C_CND_003390","Grand Prix","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","42000"
"C_CND_003391","Elantra","Overhead Camshaft","Manual","Red","Sedan","22000"
"C_CND_003392","S40","Overhead Camshaft","Manual","Black","Sedan","36000"
"C_CND_003393","Metro","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","31501"
"C_CND_003394","Regal","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","19500"
"C_CND_003395","Grand Cherokee","Overhead Camshaft","Manual","Black","SUV","19050"
"C_CND_003396","Monte Carlo","Overhead Camshaft","Manual","Red","Hatchback","17000"
"C_CND_003397","LS400","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","39000"
"C_CND_003398","Neon","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","9500"
"C_CND_003399","Lumina","Overhead Camshaft","Manual","Black","Passenger","10000"
"C_CND_003400","CL500","Overhead Camshaft","Manual","Red","SUV","29000"
"C_CND_003401","Cutlass","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Sedan","41000"
"C_CND_003402","Focus","Overhead Camshaft","Manual","Black","Hatchback","49001"
"C_CND_003403","Corvette","Overhead Camshaft","Manual","Black","SUV","26001"
"C_CND_003404","Cherokee","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","36501"
"C_CND_003405","Eclipse","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hardtop","27001"
"C_CND_003406","Grand Marquis","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","19500"
"C_CND_003407","Crown Victoria","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Passenger","29000"
"C_CND_003408","Celica","Overhead Camshaft","Manual","Pale White","SUV","14000"
"C_CND_003409","RL","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","24000"
"C_CND_003410","A8","Overhead Camshaft","Manual","Black","Passenger","44000"
"C_CND_003411","LS400","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","27000"
"C_CND_003412","ES300","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","27500"
"C_CND_003413","Focus","Overhead Camshaft","Manual","Black","SUV","49000"
"C_CND_003414","Grand Marquis","Overhead Camshaft","Manual","Pale White","SUV","16000"
"C_CND_003415","Tacoma","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","53000"
"C_CND_003416","LS400","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","18000"
"C_CND_003417","528i","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","62000"
"C_CND_003418","Galant","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","42000"
"C_CND_003419","Crown Victoria","Overhead Camshaft","Manual","Pale White","Passenger","20000"
"C_CND_003420","Continental","Overhead Camshaft","Manual","Red","Passenger","82000"
"C_CND_003421","Diamante","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","17000"
"C_CND_003422","Neon","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","27000"
"C_CND_003423","Silhouette","Overhead Camshaft","Manual","Red","Sedan","34000"
"C_CND_003424","Diamante","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","17000"
"C_CND_003425","Seville","Overhead Camshaft","Manual","Black","Hatchback","44001"
"C_CND_003426","3000GT","Overhead Camshaft","Manual","Pale White","Sedan","21001"
"C_CND_003427","Eclipse","Overhead Camshaft","Manual","Pale White","Hatchback","12001"
"C_CND_003428","GS300","Overhead Camshaft","Manual","Red","Passenger","17001"
"C_CND_003429","LHS","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","21801"
"C_CND_003430","Malibu","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","21001"
"C_CND_003431","Sunfire","Overhead Camshaft","Manual","Pale White","Sedan","28501"
"C_CND_003432","Cutlass","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","46000"
"C_CND_003433","Forester","Overhead Camshaft","Manual","Red","Hardtop","26001"
"C_CND_003434","LeSabre","Overhead Camshaft","Manual","Black","Sedan","20000"
"C_CND_003435","Grand Marquis","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","9000"
"C_CND_003436","Grand Cherokee","Overhead Camshaft","Manual","Pale White","SUV","15000"
"C_CND_003437","Diamante","Overhead Camshaft","Manual","Red","Hatchback","19000"
"C_CND_003438","Regal","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","19000"
"C_CND_003439","Eldorado","Overhead Camshaft","Manual","Red","Passenger","31000"
"C_CND_003440","SLK","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","46000"
"C_CND_003441","F-Series","Overhead Camshaft","Manual","Black","Passenger","22000"
"C_CND_003442","300M","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","26000"
"C_CND_003443","Neon","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","27000"
"C_CND_003444","Monte Carlo","Overhead Camshaft","Manual","Black","Hatchback","44000"
"C_CND_003445","Navigator","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","19000"
"C_CND_003446","Carrera Cabrio","Overhead Camshaft","Manual","Black","Passenger","22000"
"C_CND_003447","E-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","31000"
"C_CND_003448","Expedition","Overhead Camshaft","Manual","Red","SUV","22501"
"C_CND_003449","S-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","10001"
"C_CND_003450","SW","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Passenger","25001"
"C_CND_003451","Cavalier","Overhead Camshaft","Manual","Pale White","SUV","20001"
"C_CND_003452","Escalade","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","38281"
"C_CND_003453","Passat","Overhead Camshaft","Manual","Red","Hatchback","20001"
"C_CND_003454","RL","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","24001"
"C_CND_003455","Bonneville","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","20500"
"C_CND_003456","Continental","Overhead Camshaft","Manual","Black","Passenger","42000"
"C_CND_003457","SLK230","Overhead Camshaft","Manual","Pale White","Hatchback","14000"
"C_CND_003458","S-Class","Overhead Camshaft","Manual","Red","SUV","21000"
"C_CND_003459","Intrigue","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","18000"
"C_CND_003460","Lumina","Overhead Camshaft","Manual","Black","Passenger","10000"
"C_CND_003461","Tacoma","Overhead Camshaft","Manual","Pale White","Hardtop","24000"
"C_CND_003462","Cirrus","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Passenger","12000"
"C_CND_003463","Sable","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Sedan","39000"
"C_CND_003464","CR-V","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","22500"
"C_CND_003465","Prizm","Overhead Camshaft","Manual","Red","Hardtop","22000"
"C_CND_003466","LHS","Overhead Camshaft","Manual","Black","Hatchback","51001"
"C_CND_003467","3-Sep","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","18601"
"C_CND_003468","Ram Van","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","31001"
"C_CND_003469","Impala","Overhead Camshaft","Manual","Pale White","Hatchback","14001"
"C_CND_003470","SC","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","33501"
"C_CND_003471","Monte Carlo","Overhead Camshaft","Manual","Pale White","Hatchback","26000"
"C_CND_003472","SLK","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","36000"
"C_CND_003473","RL","Overhead Camshaft","Manual","Red","SUV","31000"
"C_CND_003474","Prowler","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","15000"
"C_CND_003475","Ram Van","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","60000"
"C_CND_003476","Focus","Overhead Camshaft","Manual","Black","Hardtop","49001"
"C_CND_003477","Seville","Overhead Camshaft","Manual","Black","Hardtop","44001"
"C_CND_003478","Eldorado","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","60000"
"C_CND_003479","Windstar","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","19000"
"C_CND_003480","Diamante","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","21000"
"C_CND_003481","CR-V","DoubleÃ‚Â Overhead Camshaft","Auto","Red","SUV","12000"
"C_CND_003482","GTI","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","20000"
"C_CND_003483","Cougar","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","33000"
"C_CND_003484","Eclipse","Overhead Camshaft","Manual","Pale White","Hardtop","12501"
"C_CND_003485","Silhouette","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","60000"
"C_CND_003486","Montero Sport","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","53000"
"C_CND_003487","Intrigue","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","45100"
"C_CND_003488","Bonneville","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","20000"
"C_CND_003489","Windstar","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","19000"
"C_CND_003490","Cherokee","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Sedan","14000"
"C_CND_003491","Passat","Overhead Camshaft","Manual","Pale White","Hatchback","12000"
"C_CND_003492","Carrera Coupe","Overhead Camshaft","Manual","Pale White","Hatchback","26000"
"C_CND_003493","300M","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","22000"
"C_CND_003494","Ram Pickup","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","57600"
"C_CND_003495","C-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Red","Hatchback","15000"
"C_CND_003496","Grand Marquis","Overhead Camshaft","Manual","Pale White","SUV","16000"
"C_CND_003497","LW","Overhead Camshaft","Manual","Red","Hatchback","49101"
"C_CND_003498","Montero Sport","Overhead Camshaft","Manual","Black","SUV","42001"
"C_CND_003499","Sunfire","Overhead Camshaft","Manual","Red","Sedan","43001"
"C_CND_003500","Montero Sport","Overhead Camshaft","Manual","Red","SUV","29000"
"C_CND_003501","Ram Pickup","Overhead Camshaft","Manual","Pale White","SUV","21000"
"C_CND_003502","Silhouette","Overhead Camshaft","Manual","Pale White","Sedan","14000"
"C_CND_003503","Ram Pickup","Overhead Camshaft","Manual","Pale White","Hardtop","20000"
"C_CND_003504","Tacoma","Overhead Camshaft","Manual","Black","Hardtop","36600"
"C_CND_003505","C-Class","Overhead Camshaft","Manual","Pale White","Hatchback","17000"
